timestamp,close,volume,quote_asset_volume
2025-03-18,0.2953,659164828.5,185753260.08548
2025-03-19,0.3976,1378234479.7,482723825.58693
2025-03-20,0.3601,1022449404.5,383519398.55381
2025-03-21,0.4276,774088311.9,292078220.43321
2025-03-22,0.442,878181598.0,394749821.91932
2025-03-23,0.5519,815711943.9,406724629.11529
2025-03-24,0.5721,1162363498.1,663753747.21943
2025-03-25,0.5814,866661340.7,477552976.65216
2025-03-26,0.5224,917301634.8,523638901.3706
2025-03-27,0.5334,728427421.7,407510631.10877
2025-03-28,0.4696,689471524.7,340893897.03817
2025-03-29,0.4195,544485690.1,232336269.36992
2025-03-30,0.4476,682598525.9,300449687.63275
2025-03-31,0.4537,798666811.0,337834593.84149
2025-04-01,0.5213,1022871018.9,520700389.43356
2025-04-02,0.4229,1215155951.5,609600309.74989
2025-04-03,0.4174,1082766783.6,423106752.84544
2025-04-04,0.5124,2017196597.5,923437685.75061
2025-04-05,0.4965,1170213507.3,573850184.65827
2025-04-06,0.4446,1045853193.9,474164906.89668
2025-04-07,0.5533,2059692444.4,1000089100.62361
2025-04-08,0.5105,1651759484.2,941180751.15339
2025-04-09,0.7633,2255406272.5,1395472029.57659
2025-04-10,0.7543,1359385185.0,982732694.25714
2025-04-11,0.8782,1580805488.0,1378625503.01816
2025-04-12,0.889,1076601427.2,961897959.73342
2025-04-13,0.8023,889317665.1,749312100.12011
2025-04-14,0.9183,1019771208.6,902567149.9557
2025-04-15,0.8099,948998483.1,843316408.42653
2025-04-16,0.8903,380600515.7,325134473.71705
