timestamp,close,volume,quote_asset_volume
2025-03-18,1.579,3891056.2,6113819.1641
2025-03-19,1.642,1864947.9,2969475.9088
2025-03-20,1.557,1224927.4,1947190.9616
2025-03-21,3.14,593122219.9,1786960485.6355
2025-03-22,2.812,240748664.8,756085745.1449
2025-03-23,2.51,94356682.0,244945381.9472
2025-03-24,2.47,42943582.3,105610676.2443
2025-03-25,2.436,26738631.9,64772168.1542
2025-03-26,2.416,17070998.6,40874514.4963
2025-03-27,2.584,144008041.3,398928997.4877
2025-03-28,2.644,93958210.0,260676127.4668
2025-03-29,2.35,38889133.6,93836465.3677
2025-03-30,2.297,24183387.5,56490948.8841
2025-03-31,2.175,26328343.5,58640891.8602
2025-04-01,2.162,33829244.9,74632934.2916
2025-04-02,2.362,55397732.3,129907296.5727
2025-04-03,2.247,41444216.5,98341013.482
2025-04-04,2.208,21666339.5,46579342.7799
2025-04-05,2.106,8788009.7,18746500.0256
2025-04-06,1.954,14905995.2,29713898.0767
2025-04-07,1.996,25795594.3,50086652.3341
2025-04-08,1.779,16207071.1,30663713.2367
2025-04-09,2.031,18968204.9,34954210.6859
2025-04-10,1.914,12345449.1,23801232.4898
2025-04-11,3.105,281937900.8,788231807.2422
2025-04-12,3.204,201480780.1,648021708.098
2025-04-13,2.759,63673973.7,189370563.8816
2025-04-14,3.176,119843995.9,387534393.7318
2025-04-15,3.377,73997348.3,242374893.6838
2025-04-16,3.22,45447847.3,154453565.0341
