timestamp,close,volume,quote_asset_volume
2025-03-18,125.25,17764133.0,2205642676.779
2025-03-19,135.3,24365586.0,3159831962.248
2025-03-20,127.53,16400296.0,2147459352.513
2025-03-21,128.38,16153936.0,2059132889.575
2025-03-22,128.44,9696405.0,1255584067.207
2025-03-23,132.77,11218657.0,1476761830.31
2025-03-24,140.95,25856117.0,3624378177.477
2025-03-25,143.59,23211915.0,3318998271.545
2025-03-26,137.26,20546321.0,2895393384.01
2025-03-27,138.37,16038347.0,2217761474.356
2025-03-28,129.39,22555136.0,2979827220.674
2025-03-29,124.5,18346484.0,2312363384.278
2025-03-30,124.73,13928820.0,1740825776.594
2025-03-31,124.48,22378735.0,2804193000.561
2025-04-01,126.6,21006831.0,2670482399.895
2025-04-02,117.34,34002918.0,4310834366.146
2025-04-03,117.08,29903708.0,3477501007.88
2025-04-04,122.72,36088746.0,4266282533.913
2025-04-05,120.24,13027534.0,1558377770.164
2025-04-06,105.84,35535972.0,3963515837.547
2025-04-07,106.91,75490750.0,7822292709.095
2025-04-08,105.32,38525999.0,4156408037.223
2025-04-09,119.01,55935969.67,6145552540.4129
2025-04-10,112.73,28127517.86,3187912179.8264
2025-04-11,121.33,27279629.32,3225973050.20308
2025-04-12,132.17,28569981.02,3639129914.24716
2025-04-13,128.3,27394711.92,3549711016.60084
2025-04-14,129.34,29949323.07,3946675915.42302
2025-04-15,126.05,23439427.56,3051296105.12022
2025-04-16,126.03,12507029.94,1569342312.8311
