timestamp,close,volume,quote_asset_volume
2025-03-18,2.283,158277745.0,362117553.25463
2025-03-19,2.4731,206523698.9,489841980.89928
2025-03-20,2.3556,166838451.4,404364941.72392
2025-03-21,2.2508,150406641.7,343457206.50059
2025-03-22,2.2619,92378949.2,209987108.66623
2025-03-23,2.2916,89095526.3,201802849.69248
2025-03-24,2.3967,212933834.5,507754842.95829
2025-03-25,2.4566,170108346.8,411468040.01354
2025-03-26,2.6174,286580890.0,736134762.88984
2025-03-27,2.7791,383243274.8,1047906215.86853
2025-03-28,2.5036,396533113.4,1027461135.18531
2025-03-29,2.3095,308040851.1,727575191.31432
2025-03-30,2.3499,289129170.7,684379755.6286
2025-03-31,2.2657,305472829.5,692045528.3208
2025-04-01,2.4063,330757195.2,793953361.5181
2025-04-02,2.306,434616419.5,1049813222.52559
2025-04-03,2.262,377033918.3,861497972.49969
2025-04-04,2.2566,426948857.6,948976003.97243
2025-04-05,2.2151,155926347.4,346959573.62975
2025-04-06,1.9202,386785953.1,786665606.9329
2025-04-07,2.0185,828219778.8,1585555956.62491
2025-04-08,1.9299,416492181.4,840592357.09546
2025-04-09,2.2212,592528581.9,1206689681.06234
2025-04-10,2.1118,355216662.9,757223840.01232
2025-04-11,2.1869,273225692.5,597259884.94677
2025-04-12,2.3454,276301456.4,627547957.94404
2025-04-13,2.232,285779372.4,657856805.35931
2025-04-14,2.1911,282047302.7,638022143.30103
2025-04-15,2.0879,300332351.4,652480089.24052
2025-04-16,2.0908,109512303.1,228590978.05539
