timestamp,close,volume,quote_asset_volume
2025-03-18,0.701,640981594.0,447164970.8291
2025-03-19,0.7433,883980255.0,641757481.2632
2025-03-20,0.7174,714524411.0,522080713.4061
2025-03-21,0.7044,475329370.0,338220547.4556
2025-03-22,0.7009,327340397.0,231085196.877
2025-03-23,0.7103,415106794.0,293023415.1663
2025-03-24,0.7317,660654188.0,480691987.9152
2025-03-25,0.7441,835504179.0,624642939.4863
2025-03-26,0.7282,775428335.0,579578293.008
2025-03-27,0.7379,497630705.0,365796578.9454
2025-03-28,0.7057,748469051.0,529125913.608
2025-03-29,0.6726,655472272.0,444762476.575
2025-03-30,0.6607,557633348.0,373655673.1234
2025-03-31,0.6613,834072439.0,542426319.2634
2025-04-01,0.6769,689154927.0,466192931.2279
2025-04-02,0.6395,884494828.0,598283408.0024
2025-04-03,0.6504,716236376.0,456528330.7517
2025-04-04,0.6601,838807778.0,546299230.2253
2025-04-05,0.6544,343185251.0,224623806.6645
2025-04-06,0.5731,908849071.0,548867914.6859
2025-04-07,0.586,2085198326.0,1165765233.3485
2025-04-08,0.558,1349595417.0,790291532.9652
2025-04-09,0.6314,1586153000.0,928625469.6229
2025-04-10,0.6091,862593021.0,527046593.8071
2025-04-11,0.6235,705893272.0,441448917.9856
2025-04-12,0.6593,591374695.0,381698481.0374
2025-04-13,0.638,591517678.0,383207862.4445
2025-04-14,0.6347,668214669.0,429060305.0334
2025-04-15,0.6085,658410267.0,415281297.4272
2025-04-16,0.6071,256645338.0,156039138.0304
