timestamp,close,volume,quote_asset_volume
2025-03-18,13.909,18062308.85,249883759.06739
2025-03-19,15.013,21664305.17,311166479.25449
2025-03-20,14.211,15479483.96,224618385.69444
2025-03-21,13.949,12168597.0,171146206.01969
2025-03-22,14.242,8948377.83,127248692.37035
2025-03-23,14.461,10314590.82,147921662.19061
2025-03-24,15.121,19070384.1,285467761.93263
2025-03-25,15.428,13427169.34,205455874.58767
2025-03-26,15.241,15563866.73,240789108.20333
2025-03-27,15.513,14233712.89,221219961.85224
2025-03-28,14.244,19758250.13,287198926.06839
2025-03-29,13.544,14213881.38,195855854.25661
2025-03-30,13.408,13768212.68,186954259.49512
2025-03-31,13.501,18061892.93,241226681.20064
2025-04-01,14.038,15807571.03,220888135.52019
2025-04-02,12.894,33568389.75,459005945.11107
2025-04-03,12.891,22473071.3,286729430.99809
2025-04-04,12.938,25375817.91,324274327.48687
2025-04-05,12.838,10004488.53,128035972.82344
2025-04-06,11.279,28725331.06,340713920.25349
2025-04-07,11.448,60052679.97,663026319.88862
2025-04-08,10.918,33891230.03,385735857.356
2025-04-09,12.652,43006821.52,495859803.86251
2025-04-10,12.067,23557805.38,287165381.98996
2025-04-11,12.639,17772089.5,221982933.23135
2025-04-12,13.142,14730535.53,190638305.24981
2025-04-13,12.616,18915811.07,242656664.18764
2025-04-14,12.632,21226166.0,273145344.77891
2025-04-15,12.229,19241161.23,241152968.07954
2025-04-16,12.238,8472605.38,103771109.05372
