timestamp,close,volume,quote_asset_volume
2025-04-05,0.06362,293223248.0,18268398.34429
2025-04-06,0.06347,168148983.0,10684759.48156
2025-04-07,0.0735,299570704.0,21259082.69373
2025-04-08,0.07287,125893584.0,9370511.60171
2025-04-09,0.07675,373124612.0,27231444.6366
2025-04-10,0.08349,11285976065.0,949214119.35338
2025-04-11,0.11183,12282677009.0,1191043054.63022
2025-04-12,0.14031,14241505735.0,2045195635.6451
2025-04-13,0.12282,6151331207.0,835859243.49635
2025-04-14,0.10285,3940101657.0,458283266.25556
2025-04-15,0.09175,3065599936.0,297046514.23082
2025-04-16,0.08823,1405009168.0,127140703.23568
