timestamp,close,volume,quote_asset_volume
2025-03-18,2.982,1734854.4,5085011.4581
2025-03-19,3.049,3124305.2,9476820.2863
2025-03-20,2.981,938264.2,2820718.7648
2025-03-21,2.897,731252.2,2152316.414
2025-03-22,2.973,472449.1,1398173.4916
2025-03-23,2.969,935764.9,2784570.1177
2025-03-24,3.015,1418453.9,4261297.091
2025-03-25,3.056,1388760.4,4228742.2537
2025-03-26,3.005,974156.8,2953764.6263
2025-03-27,2.974,736740.4,2213579.9126
2025-03-28,2.754,2067590.8,5976721.0846
2025-03-29,2.645,1064449.8,2850262.2955
2025-03-30,2.594,1254129.4,3301186.5411
2025-03-31,2.354,5476557.6,13271214.2137
2025-04-01,2.45,2748763.8,6675845.5042
2025-04-02,2.04,16693873.4,35011701.733
2025-04-03,2.068,5769847.3,11714769.7396
2025-04-04,2.049,3346962.4,6844215.8057
2025-04-05,2.064,1431280.4,2941077.1263
2025-04-06,1.924,5845464.6,11980132.6303
2025-04-07,1.937,5549987.6,10566108.4853
2025-04-08,1.94,4315885.0,8528097.1639
2025-04-09,2.439,164786574.7,409384313.6117
2025-04-10,3.258,197774752.9,589118937.8908
2025-04-11,3.262,96866968.1,308368735.9323
2025-04-12,3.306,48125033.1,150013584.5989
2025-04-13,3.029,35229654.7,115962124.0829
2025-04-14,2.778,14340802.1,41370796.5055
2025-04-15,3.595,63809559.8,203621168.5683
2025-04-16,3.919,68123226.9,258180236.4203
