timestamp,close,volume,quote_asset_volume
2025-03-18,2.2836,667138610.5,1512103143.20659
2025-03-19,2.5457,1840144394.6,4548000507.83969
2025-03-20,2.4346,919842020.3,2268975116.40246
2025-03-21,2.3793,600762556.0,1442515909.81129
2025-03-22,2.3698,325988754.1,777844776.23001
2025-03-23,2.4378,336800314.9,808409772.52341
2025-03-24,2.4485,534931987.5,1313442338.68267
2025-03-25,2.4481,461393261.5,1126125646.13037
2025-03-26,2.3473,571751499.7,1380927935.10572
2025-03-27,2.34,500335755.6,1174987099.4975
2025-03-28,2.2055,777260499.6,1730300469.53272
2025-03-29,2.1335,851850119.0,1809365559.08952
2025-03-30,2.1352,707385099.8,1524658989.09055
2025-03-31,2.0889,991841003.8,2070190509.76232
2025-04-01,2.1378,905047184.9,1932700968.09298
2025-04-02,2.021,1266081122.2,2671642941.67052
2025-04-03,2.063,1081372478.5,2190688474.32197
2025-04-04,2.1294,1208452211.3,2525727865.46217
2025-04-05,2.1436,490191238.6,1046861751.05139
2025-04-06,1.9204,1311880506.4,2633893975.69802
2025-04-07,1.8974,3828436357.9,6964865976.04921
2025-04-08,1.7956,1771869193.7,3332464248.65593
2025-04-09,2.0523,2229131805.7,4209036377.58407
2025-04-10,1.9645,1216981179.1,2415235706.31553
2025-04-11,2.0213,833260601.2,1673894008.36109
2025-04-12,2.1588,725073155.3,1526803899.93652
2025-04-13,2.1181,991950249.5,2141711235.45285
2025-04-14,2.1262,683385901.2,1463081853.99306
2025-04-15,2.083,625412353.6,1337384547.95165
2025-04-16,2.0859,386169703.6,800330543.94078
