timestamp,close,volume,quote_asset_volume
2025-03-18,1930.64,3234486.937,6137726089.38187
2025-03-19,2055.21,6384300.0,12803727155.08538
2025-03-20,1982.72,4033783.537,8041021162.65686
2025-03-21,1964.81,2832280.447,5564742710.62003
2025-03-22,1979.56,1718916.027,3416534601.99354
2025-03-23,2005.0,2158448.476,4319576854.2484
2025-03-24,2080.41,4667944.526,9631402684.10723
2025-03-25,2065.22,3242153.268,6691890455.3985
2025-03-26,2008.69,3880044.941,7879878138.20578
2025-03-27,2002.8,3264548.453,6574214809.55443
2025-03-28,1896.02,5692204.684,10883235596.21066
2025-03-29,1827.32,4384848.185,8107139348.98921
2025-03-30,1806.99,3858562.08,7004957696.269
2025-03-31,1821.59,5212530.713,9460349315.84653
2025-04-01,1904.21,4671744.603,8777533006.34936
2025-04-02,1794.1,7079855.203,13280295671.59771
2025-04-03,1816.48,5186368.349,9300377779.3857
2025-04-04,1815.97,6221114.502,11189347191.90998
2025-04-05,1805.15,2358927.115,4240858358.66691
2025-04-06,1579.98,9388042.765,15611375780.35225
2025-04-07,1552.44,17632071.352,26972327209.18665
2025-04-08,1472.67,9197866.83,14045598156.5731
2025-04-09,1668.69,16116570.623,24474452374.02393
2025-04-10,1521.57,9945193.041,15502627233.05013
2025-04-11,1565.96,6468082.686,10065984172.36663
2025-04-12,1643.6,5604513.987,9064527082.06725
2025-04-13,1596.92,6495362.492,10425865231.3282
2025-04-14,1623.02,6972175.93,11461353410.02934
2025-04-15,1588.0,5330097.578,8655053492.30134
2025-04-16,1583.22,2864233.193,4521655316.60018
