timestamp,close,volume,quote_asset_volume
2025-03-18,82666.1,188897.749,15546964609.4973
2025-03-19,86809.8,251961.741,21278400806.1707
2025-03-20,84183.6,242943.492,20712134490.6818
2025-03-21,84050.3,144422.271,12128213315.5817
2025-03-22,83804.9,52218.652,4391946161.3191
2025-03-23,86044.2,90899.873,7717260188.0899
2025-03-24,87463.4,210907.484,18432550277.6387
2025-03-25,87369.8,173505.289,15155815871.099
2025-03-26,86873.8,187956.695,16368183043.4019
2025-03-27,87191.2,163451.689,14210148345.9687
2025-03-28,84380.8,222284.56,18906017105.6124
2025-03-29,82604.7,135513.705,11234711035.3115
2025-03-30,82352.8,109565.925,9064725716.8179
2025-03-31,82517.5,212064.576,17489658395.7987
2025-04-01,85120.9,197263.176,16592830383.7936
2025-04-02,82485.1,348964.378,29832752692.1704
2025-04-03,83181.5,239163.519,19745607618.6561
2025-04-04,83861.3,353109.206,29383845902.268
2025-04-05,83506.1,99574.204,8287351555.4536
2025-04-06,78390.0,281191.753,22582931441.791
2025-04-07,79140.0,693843.503,53937100469.049
2025-04-08,76297.9,328409.534,25796580911.5206
2025-04-09,82588.0,560649.862,44072322884.0975
2025-04-10,79560.2,293662.1,23687469484.8299
2025-04-11,83378.3,295777.871,24267636755.0135
2025-04-12,85237.8,158002.837,13313650656.6862
2025-04-13,83713.7,207038.38,17457667797.3317
2025-04-14,84553.9,209349.356,17726843976.2684
2025-04-15,83608.7,184522.182,15709860552.1604
2025-04-16,84028.5,78010.386,6520861662.4346
